NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MIR520A_3P	MIR520A_3P		322	-0.20268139	-1.0153767	0.436214	0.62068415	1.0	7487	tags=29%, list=26%, signal=38%	
MIR4426	MIR4426		141	-0.24671471	-1.014515	0.4534413	0.6220493	1.0	5950	tags=25%, list=21%, signal=31%	
MIR196A_5P_MIR196B_5P	MIR196A_5P_MIR196B_5P		90	-0.20929044	-1.0141947	0.42971888	0.62202996	1.0	8066	tags=37%, list=28%, signal=51%	
MIR223_5P	MIR223_5P		152	-0.20792498	-1.0139023	0.44117647	0.6219203	1.0	3465	tags=18%, list=12%, signal=20%	
MIR4477A	MIR4477A		368	-0.21002483	-1.0135912	0.4251497	0.6219291	1.0	5096	tags=21%, list=18%, signal=25%	
MIR520F_5P	MIR520F_5P		185	-0.21178822	-1.0134888	0.42040816	0.6214333	1.0	6386	tags=26%, list=22%, signal=33%	
MIR4527	MIR4527		67	-0.23463656	-1.013102	0.4147844	0.6215727	1.0	4141	tags=21%, list=15%, signal=24%	
MIR12120	MIR12120		176	-0.20761314	-1.0129441	0.44668007	0.62115663	1.0	6634	tags=28%, list=23%, signal=36%	
MIR154_3P	MIR154_3P		99	-0.27983302	-1.0126487	0.456	0.6211156	1.0	7911	tags=35%, list=28%, signal=49%	
MIR4709_3P	MIR4709_3P		155	-0.20351675	-1.0125481	0.4369748	0.62053746	1.0	6272	tags=25%, list=22%, signal=32%	
MIR208A_5P	MIR208A_5P		244	-0.22598687	-1.0124983	0.43360996	0.6198864	1.0	8022	tags=35%, list=28%, signal=49%	
MIR1231	MIR1231		47	-0.2428974	-1.0124279	0.43004116	0.61927456	1.0	3123	tags=15%, list=11%, signal=17%	
MIR8082	MIR8082		106	-0.1990131	-1.0122235	0.422449	0.6190462	1.0	6876	tags=29%, list=24%, signal=38%	
MIR552_3P	MIR552_3P		56	-0.24435054	-1.0120016	0.4547244	0.6188824	1.0	5384	tags=27%, list=19%, signal=33%	
MIR12115	MIR12115		66	-0.22638233	-1.0115371	0.43564355	0.619259	1.0	5435	tags=30%, list=19%, signal=37%	
MIR374B_3P	MIR374B_3P		140	-0.2271404	-1.0111661	0.4347826	0.6194179	1.0	8664	tags=39%, list=31%, signal=55%	
MIR5580_3P	MIR5580_3P		237	-0.2165205	-1.0108577	0.45995894	0.619422	1.0	7305	tags=34%, list=26%, signal=46%	
MIR153_3P	MIR153_3P		316	-0.19935565	-1.0106777	0.45510203	0.6191432	1.0	6027	tags=26%, list=21%, signal=33%	
MIR8063	MIR8063		386	-0.21481538	-1.0105339	0.4328063	0.6187386	1.0	8192	tags=34%, list=29%, signal=47%	
MIR6811_5P	MIR6811_5P		70	-0.21632846	-1.0089881	0.45891783	0.6219048	1.0	2542	tags=17%, list=9%, signal=19%	
MIR4766_3P	MIR4766_3P		136	-0.2089684	-1.008952	0.46695095	0.6212327	1.0	6562	tags=29%, list=23%, signal=38%	
MIR4742_3P	MIR4742_3P		211	-0.21660587	-1.0086174	0.42406312	0.6212547	1.0	5298	tags=22%, list=19%, signal=27%	
MIR1283	MIR1283		457	-0.19194889	-1.0084399	0.4218107	0.620929	1.0	8055	tags=31%, list=28%, signal=43%	
MIR4735_5P	MIR4735_5P		181	-0.2514192	-1.007228	0.4437751	0.62317777	1.0	7347	tags=33%, list=26%, signal=44%	
MIR6866_3P	MIR6866_3P		71	-0.2279851	-1.006479	0.4488978	0.6242326	1.0	2182	tags=14%, list=8%, signal=15%	
MIR589_3P	MIR589_3P		246	-0.19297254	-1.0063337	0.4497908	0.62381977	1.0	5862	tags=26%, list=21%, signal=32%	
MIR5197_3P	MIR5197_3P		191	-0.21635616	-1.0061176	0.44147843	0.62358445	1.0	6844	tags=29%, list=24%, signal=38%	
MIR5589_3P	MIR5589_3P		158	-0.21144123	-1.0059069	0.44848484	0.62333745	1.0	8181	tags=32%, list=29%, signal=45%	
MIR6511B_5P	MIR6511B_5P		70	-0.217059	-1.0058264	0.46530613	0.6227207	1.0	2542	tags=17%, list=9%, signal=19%	
MIR3143	MIR3143		445	-0.21008411	-1.0054522	0.42362526	0.62280095	1.0	8185	tags=33%, list=29%, signal=45%	
MIR4641	MIR4641		57	-0.22618149	-1.0050473	0.4534413	0.6230491	1.0	6381	tags=32%, list=22%, signal=41%	
MIR4524B_3P	MIR4524B_3P		69	-0.23566034	-1.004747	0.44927537	0.62306815	1.0	6316	tags=30%, list=22%, signal=39%	
MIR4777_5P	MIR4777_5P		105	-0.21399713	-1.0046486	0.4580777	0.62255883	1.0	7353	tags=32%, list=26%, signal=44%	
MIR26A_5P	MIR26A_5P		478	-0.18760112	-1.0035543	0.45010182	0.6245082	1.0	6291	tags=26%, list=22%, signal=32%	
MIR3660	MIR3660		96	-0.24265298	-1.0033925	0.47117296	0.62412435	1.0	1673	tags=13%, list=6%, signal=13%	
MIR325	MIR325		28	-0.28344342	-1.0028089	0.475	0.6248991	1.0	7245	tags=36%, list=26%, signal=48%	
MIR520F_3P	MIR520F_3P		196	-0.21479261	-1.0027193	0.44534412	0.6243871	1.0	8134	tags=31%, list=29%, signal=43%	
MIR26B_5P	MIR26B_5P		478	-0.18815131	-1.0025784	0.44399184	0.62394154	1.0	6291	tags=26%, list=22%, signal=32%	
MIR223_3P	MIR223_3P		120	-0.20625858	-1.0023514	0.4680851	0.62372476	1.0	6949	tags=30%, list=24%, signal=40%	
MIR22_5P	MIR22_5P		136	-0.21887693	-1.0018958	0.44376278	0.6241225	1.0	5150	tags=23%, list=18%, signal=28%	
MIR1193	MIR1193		32	-0.31927267	-1.0013374	0.48185483	0.62469715	1.0	5964	tags=34%, list=21%, signal=43%	
MIR3914	MIR3914		52	-0.25290576	-1.0013053	0.45891783	0.6240112	1.0	4582	tags=23%, list=16%, signal=27%	
MIR6830_5P	MIR6830_5P		181	-0.1993247	-1.0011051	0.43396226	0.6237186	1.0	7066	tags=28%, list=25%, signal=37%	
MIR3665	MIR3665		75	-0.21081157	-1.0006868	0.4631783	0.6239243	1.0	10426	tags=44%, list=37%, signal=69%	
MIR376C_3P	MIR376C_3P		142	-0.21269488	-1.0006315	0.46222222	0.62331134	1.0	5326	tags=24%, list=19%, signal=29%	
MIR6728_3P	MIR6728_3P		145	-0.20801026	-1.0006021	0.43434343	0.62263507	1.0	5246	tags=24%, list=18%, signal=29%	
MIR4438	MIR4438		65	-0.22916068	-1.0004675	0.4526749	0.6221677	1.0	2648	tags=17%, list=9%, signal=19%	
MIR6822_5P	MIR6822_5P		71	-0.22344625	-1.0002404	0.47046414	0.62198436	1.0	2314	tags=15%, list=8%, signal=17%	
MIR488_5P	MIR488_5P		76	-0.22454876	-1.0002365	0.46597937	0.62125355	1.0	3470	tags=17%, list=12%, signal=19%	
MIR4646_3P	MIR4646_3P		58	-0.2357644	-1.0000085	0.43942505	0.62106615	1.0	6634	tags=28%, list=23%, signal=36%	
MIR455_3P	MIR455_3P		87	-0.251654	-0.9996121	0.46893787	0.62121403	1.0	2912	tags=18%, list=10%, signal=20%	
MIR4433B_3P	MIR4433B_3P		30	-0.2768675	-0.9995324	0.47470817	0.6206486	1.0	12685	tags=70%, list=45%, signal=126%	
MIR4286	MIR4286		89	-0.21149166	-0.99879	0.46230158	0.62167156	1.0	4412	tags=20%, list=16%, signal=24%	
MIR4470	MIR4470		242	-0.22575781	-0.9986024	0.44793713	0.6213895	1.0	5661	tags=23%, list=20%, signal=28%	
MIR550B_3P	MIR550B_3P		55	-0.24866357	-0.9983835	0.46696034	0.6211592	1.0	5198	tags=29%, list=18%, signal=36%	
MIR150_5P	MIR150_5P		167	-0.1876853	-0.99809873	0.4321503	0.6211184	1.0	5485	tags=21%, list=19%, signal=26%	
MIR5011_3P	MIR5011_3P		48	-0.25688428	-0.99703467	0.4569672	0.6229013	1.0	5829	tags=25%, list=21%, signal=31%	
MIR7153_3P	MIR7153_3P		49	-0.24271095	-0.9969263	0.47151276	0.62240255	1.0	11177	tags=43%, list=39%, signal=71%	
MIR513C_5P	MIR513C_5P		168	-0.19687748	-0.9967405	0.46092185	0.62210464	1.0	5006	tags=20%, list=18%, signal=24%	
MIR920	MIR920		50	-0.2386741	-0.9952519	0.47959185	0.62491393	1.0	2978	tags=22%, list=10%, signal=25%	
MIR875_3P	MIR875_3P		298	-0.19771996	-0.99380034	0.45435685	0.6276351	1.0	7025	tags=30%, list=25%, signal=39%	
MIR1287_3P	MIR1287_3P		35	-0.30963692	-0.99365246	0.4642857	0.6272395	1.0	4463	tags=26%, list=16%, signal=30%	
MIR6831_5P	MIR6831_5P		113	-0.20741887	-0.9935449	0.48367348	0.6267687	1.0	7021	tags=31%, list=25%, signal=41%	
MIR381_3P	MIR381_3P		433	-0.20030648	-0.9932402	0.45714286	0.6267381	1.0	6364	tags=24%, list=22%, signal=30%	
MIR4436B_5P	MIR4436B_5P		135	-0.22064325	-0.9931367	0.45731708	0.62625694	1.0	4141	tags=19%, list=15%, signal=22%	
MIR4999_3P	MIR4999_3P		35	-0.23781103	-0.99292386	0.46638656	0.62605476	1.0	8972	tags=46%, list=32%, signal=67%	
MIR9902	MIR9902		277	-0.19397847	-0.9924173	0.44779116	0.62664205	1.0	6140	tags=25%, list=22%, signal=32%	
MIR23B_5P	MIR23B_5P		45	-0.23283981	-0.9922412	0.48510638	0.6263544	1.0	3299	tags=18%, list=12%, signal=20%	
MIR125A_3P	MIR125A_3P		72	-0.22158933	-0.9920136	0.47563353	0.6261952	1.0	6291	tags=29%, list=22%, signal=37%	
MIR603	MIR603		166	-0.20713697	-0.99187773	0.47280335	0.6257996	1.0	5885	tags=24%, list=21%, signal=30%	
MIR8086	MIR8086		21	-0.27945155	-0.99172276	0.47204968	0.6254699	1.0	8088	tags=48%, list=28%, signal=67%	
MIR4774_3P	MIR4774_3P		77	-0.22672743	-0.9916865	0.48577237	0.62483907	1.0	5288	tags=27%, list=19%, signal=33%	
MIR10394_5P	MIR10394_5P		171	-0.20853819	-0.98937523	0.44088176	0.62978923	1.0	3041	tags=16%, list=11%, signal=18%	
MIR767_3P	MIR767_3P		110	-0.21375917	-0.9892502	0.45325205	0.6293564	1.0	4273	tags=21%, list=15%, signal=25%	
MIR4724_5P	MIR4724_5P		127	-0.22511849	-0.98896116	0.44219068	0.62937546	1.0	7004	tags=30%, list=25%, signal=40%	
MIR338_5P	MIR338_5P		463	-0.20771883	-0.9888748	0.45585215	0.6288613	1.0	4804	tags=21%, list=17%, signal=25%	
MIR3674	MIR3674		122	-0.22005823	-0.9879318	0.45738044	0.6304181	1.0	7264	tags=30%, list=26%, signal=39%	
MIR7854_3P	MIR7854_3P		105	-0.20030214	-0.9878839	0.4821803	0.6297961	1.0	5478	tags=24%, list=19%, signal=29%	
MIR379_3P_MIR411_3P	MIR379_3P_MIR411_3P		174	-0.20480949	-0.9875944	0.47070706	0.62973434	1.0	5878	tags=25%, list=21%, signal=32%	
MIR519A_2_5P_MIR520B_5P	MIR519A_2_5P_MIR520B_5P		198	-0.19089195	-0.987504	0.4601227	0.62926036	1.0	5298	tags=21%, list=19%, signal=25%	
MIR4458	MIR4458		342	-0.18066677	-0.9868336	0.49056605	0.6302162	1.0	7407	tags=29%, list=26%, signal=39%	
MIR4320	MIR4320		49	-0.24753274	-0.98636794	0.454	0.63060206	1.0	6476	tags=31%, list=23%, signal=40%	
MIR519C_3P	MIR519C_3P		385	-0.19218975	-0.98614156	0.47648263	0.6304477	1.0	7630	tags=31%, list=27%, signal=42%	
MIR5003_5P	MIR5003_5P		187	-0.20256607	-0.9856875	0.4810379	0.63089454	1.0	5141	tags=20%, list=18%, signal=24%	
MIR4291	MIR4291		364	-0.18827258	-0.9854829	0.47268906	0.6306251	1.0	7958	tags=31%, list=28%, signal=43%	
MIR138_5P	MIR138_5P		204	-0.20566587	-0.9854575	0.45530146	0.6299704	1.0	4697	tags=22%, list=17%, signal=26%	
MIR5187_5P	MIR5187_5P		99	-0.19417734	-0.9854306	0.48856547	0.62930214	1.0	5071	tags=22%, list=18%, signal=27%	
MIR4712_3P	MIR4712_3P		62	-0.22678193	-0.98464924	0.48232847	0.6303777	1.0	9585	tags=48%, list=34%, signal=73%	
MIR585_5P	MIR585_5P		130	-0.20963268	-0.98437494	0.4851695	0.63031065	1.0	7946	tags=33%, list=28%, signal=46%	
MIR300	MIR300		433	-0.19855739	-0.9835295	0.46435845	0.6316052	1.0	7347	tags=27%, list=26%, signal=36%	
MIR373_3P	MIR373_3P		313	-0.19632332	-0.98351014	0.4742268	0.6309323	1.0	7487	tags=28%, list=26%, signal=37%	
MIR6839_3P	MIR6839_3P		147	-0.19204998	-0.98314327	0.4939759	0.63114065	1.0	7344	tags=29%, list=26%, signal=39%	
MIR6715A_3P	MIR6715A_3P		157	-0.21927612	-0.983066	0.4491018	0.6306289	1.0	7979	tags=31%, list=28%, signal=43%	
MIR8066	MIR8066		147	-0.24117602	-0.98305	0.5	0.6299705	1.0	4903	tags=22%, list=17%, signal=27%	
MIR1263	MIR1263		51	-0.23027478	-0.9830234	0.49588478	0.6293077	1.0	4848	tags=20%, list=17%, signal=24%	
MIR1227_3P	MIR1227_3P		72	-0.2356948	-0.9826875	0.48065174	0.62937814	1.0	7065	tags=31%, list=25%, signal=41%	
MIR6888_3P	MIR6888_3P		84	-0.20354877	-0.98206395	0.5210421	0.6300484	1.0	5096	tags=24%, list=18%, signal=29%	
MIR5699_3P	MIR5699_3P		67	-0.21931082	-0.9819032	0.48296595	0.6297869	1.0	6265	tags=30%, list=22%, signal=38%	
MIR193A_3P_MIR193B_3P	MIR193A_3P_MIR193B_3P		81	-0.20291565	-0.98172027	0.50511247	0.629517	1.0	7034	tags=31%, list=25%, signal=41%	
MIR4672	MIR4672		352	-0.20621704	-0.98147243	0.4878049	0.6293887	1.0	6458	tags=28%, list=23%, signal=36%	
MIR6807_5P	MIR6807_5P		55	-0.22158752	-0.9814026	0.51789474	0.62885475	1.0	5261	tags=24%, list=19%, signal=29%	
MIR3685	MIR3685		176	-0.24259637	-0.979777	0.477551	0.63204247	1.0	6440	tags=27%, list=23%, signal=35%	
MIR519A_3P_MIR519B_3P	MIR519A_3P_MIR519B_3P		384	-0.19045804	-0.97941613	0.48360655	0.6322022	1.0	7630	tags=31%, list=27%, signal=42%	
MIR6810_3P	MIR6810_3P		71	-0.21946813	-0.979091	0.5135659	0.63219655	1.0	4940	tags=24%, list=17%, signal=29%	
MIR4279	MIR4279		214	-0.18736815	-0.978779	0.4888438	0.63226867	1.0	2413	tags=12%, list=8%, signal=13%	
MIR488_3P	MIR488_3P		182	-0.22617371	-0.9782017	0.47464502	0.6329145	1.0	6508	tags=28%, list=23%, signal=36%	
MIR543	MIR543		319	-0.20040464	-0.9781813	0.5203252	0.63226897	1.0	8009	tags=34%, list=28%, signal=46%	
MIR297	MIR297		141	-0.19986898	-0.9779448	0.50718683	0.6320911	1.0	8715	tags=34%, list=31%, signal=49%	
MIR892C_3P	MIR892C_3P		205	-0.20530537	-0.97786254	0.48559672	0.63157177	1.0	8049	tags=29%, list=28%, signal=41%	
MIR4517	MIR4517		204	-0.21250969	-0.97751504	0.45530146	0.6317053	1.0	5185	tags=21%, list=18%, signal=26%	
MIR1253	MIR1253		156	-0.19153501	-0.9771548	0.47648263	0.63196176	1.0	5143	tags=21%, list=18%, signal=25%	
MIR4762_5P	MIR4762_5P		135	-0.21467742	-0.9765218	0.5084746	0.63279	1.0	5627	tags=24%, list=20%, signal=30%	
MIR6835_3P	MIR6835_3P		417	-0.19697678	-0.9763768	0.48185483	0.63243634	1.0	6539	tags=25%, list=23%, signal=32%	
MIR3059_5P	MIR3059_5P		290	-0.18007244	-0.97592115	0.506	0.6328871	1.0	6550	tags=27%, list=23%, signal=35%	
MIR4311	MIR4311		346	-0.19291197	-0.9758418	0.5144628	0.6323858	1.0	6808	tags=28%, list=24%, signal=37%	
MIR653_5P	MIR653_5P		126	-0.21756269	-0.9753312	0.482	0.6328856	1.0	6391	tags=28%, list=23%, signal=36%	
MIR6772_5P	MIR6772_5P		33	-0.2545234	-0.97519577	0.5	0.6324974	1.0	5114	tags=27%, list=18%, signal=33%	
MIR514B_5P	MIR514B_5P		171	-0.19314894	-0.9751888	0.5091278	0.63180816	1.0	5006	tags=20%, list=18%, signal=24%	
MIR498_5P	MIR498_5P		239	-0.21904571	-0.97502565	0.48676172	0.63144755	1.0	6538	tags=28%, list=23%, signal=36%	
MIR1225_5P	MIR1225_5P		33	-0.25262463	-0.9747667	0.5010352	0.63134193	1.0	2268	tags=18%, list=8%, signal=20%	
MIR1290	MIR1290		247	-0.18924284	-0.9735398	0.5	0.6335893	1.0	6528	tags=26%, list=23%, signal=33%	
MIR452_5P	MIR452_5P		213	-0.2037156	-0.9733205	0.4979253	0.6334012	1.0	8049	tags=29%, list=28%, signal=40%	
MIR3120_5P	MIR3120_5P		81	-0.20511682	-0.97324646	0.54043394	0.6328767	1.0	5903	tags=25%, list=21%, signal=31%	
MIR2116_5P	MIR2116_5P		134	-0.20040168	-0.97269505	0.48023716	0.6335076	1.0	5428	tags=22%, list=19%, signal=28%	
MIR1304_3P	MIR1304_3P		108	-0.20689683	-0.9725733	0.5267327	0.6331354	1.0	4416	tags=20%, list=16%, signal=24%	
MIR1272	MIR1272		80	-0.21388657	-0.9725077	0.492126	0.6326	1.0	12221	tags=51%, list=43%, signal=90%	
MIR511_5P	MIR511_5P		297	-0.18763918	-0.9721753	0.48178136	0.6327096	1.0	5363	tags=19%, list=19%, signal=23%	
MIR33A_3P	MIR33A_3P		410	-0.18281387	-0.97053885	0.5	0.6359977	1.0	6140	tags=26%, list=22%, signal=32%	
MIR5695	MIR5695		86	-0.19657157	-0.9703632	0.54375	0.63569355	1.0	7021	tags=30%, list=25%, signal=40%	
MIR183_5P	MIR183_5P		225	-0.19992709	-0.97035265	0.49064448	0.6350221	1.0	7047	tags=27%, list=25%, signal=35%	
MIR500A_5P	MIR500A_5P		147	-0.24159217	-0.97010195	0.49604744	0.63493407	1.0	9975	tags=45%, list=35%, signal=69%	
MIR4526	MIR4526		94	-0.23568566	-0.96997136	0.52845526	0.63457507	1.0	1673	tags=13%, list=6%, signal=14%	
MIR4288	MIR4288		148	-0.19699407	-0.9695745	0.53483605	0.6348052	1.0	5799	tags=23%, list=20%, signal=29%	
MIR4252	MIR4252		89	-0.21618795	-0.9694906	0.497006	0.6343079	1.0	5786	tags=22%, list=20%, signal=28%	
MIR1236_5P	MIR1236_5P		69	-0.2114899	-0.9693186	0.5630081	0.6340255	1.0	2717	tags=14%, list=10%, signal=16%	
MIR1304_5P	MIR1304_5P		123	-0.19379659	-0.9692461	0.5229885	0.6334828	1.0	7680	tags=31%, list=27%, signal=42%	
MIR152_3P	MIR152_3P		331	-0.19533336	-0.9683161	0.4785276	0.63493806	1.0	4843	tags=21%, list=17%, signal=25%	
MIR8081	MIR8081		55	-0.20060274	-0.96798426	0.518931	0.6350138	1.0	1807	tags=13%, list=6%, signal=14%	
MIR7114_5P	MIR7114_5P		144	-0.21162492	-0.96779084	0.48118812	0.63472426	1.0	1108	tags=11%, list=4%, signal=12%	
MIR369_3P	MIR369_3P		285	-0.20534956	-0.9663661	0.48155737	0.6374437	1.0	5436	tags=24%, list=19%, signal=29%	
MIR148B_3P	MIR148B_3P		330	-0.195369	-0.9653192	0.4785276	0.63930225	1.0	4843	tags=21%, list=17%, signal=25%	
MIR4529_3P	MIR4529_3P		40	-0.25346392	-0.96509886	0.5125	0.6391214	1.0	9876	tags=50%, list=35%, signal=77%	
MIR4667_5P	MIR4667_5P		160	-0.21172398	-0.9645853	0.5168067	0.6396422	1.0	6558	tags=29%, list=23%, signal=37%	
MIR4276	MIR4276		260	-0.196482	-0.9642393	0.51356995	0.6396863	1.0	7360	tags=31%, list=26%, signal=41%	
MIR6847_3P	MIR6847_3P		55	-0.21290489	-0.9635163	0.5220126	0.64066654	1.0	8410	tags=33%, list=30%, signal=46%	
MIR148A_3P	MIR148A_3P		331	-0.19448526	-0.9635049	0.4814815	0.64001197	1.0	4843	tags=21%, list=17%, signal=25%	
MIR3614_5P	MIR3614_5P		64	-0.22324635	-0.9634987	0.5	0.639339	1.0	6518	tags=31%, list=23%, signal=40%	
MIR6844	MIR6844		330	-0.19318351	-0.9634226	0.5153374	0.638851	1.0	6818	tags=28%, list=24%, signal=36%	
MIR302B_5P	MIR302B_5P		196	-0.20299743	-0.9622487	0.48221344	0.6408577	1.0	8044	tags=33%, list=28%, signal=45%	
MIR18A_5P_MIR18B_5P	MIR18A_5P_MIR18B_5P		119	-0.20877822	-0.9614568	0.51626015	0.64206576	1.0	4678	tags=24%, list=16%, signal=28%	
MIR516B_5P	MIR516B_5P		118	-0.19612437	-0.9614129	0.53648067	0.64149576	1.0	5099	tags=22%, list=18%, signal=27%	
MIR664B_5P	MIR664B_5P		53	-0.2453924	-0.9614063	0.5111562	0.64083195	1.0	2594	tags=13%, list=9%, signal=15%	
MIR499B_5P	MIR499B_5P		94	-0.20049341	-0.96124715	0.5437882	0.6404577	1.0	6265	tags=23%, list=22%, signal=30%	
MIR4732_3P	MIR4732_3P		86	-0.1967576	-0.9597967	0.5943205	0.6433068	1.0	8185	tags=34%, list=29%, signal=47%	
MIR302E	MIR302E		461	-0.18767878	-0.9595468	0.4979253	0.6432461	1.0	8020	tags=30%, list=28%, signal=41%	
MIR624_5P	MIR624_5P		100	-0.2165396	-0.9590753	0.5127119	0.64363056	1.0	7907	tags=30%, list=28%, signal=41%	
MIR362_3P	MIR362_3P		104	-0.21642974	-0.95851463	0.5070994	0.64431745	1.0	5337	tags=23%, list=19%, signal=28%	
MIR545_3P	MIR545_3P		363	-0.18450193	-0.95774513	0.5307377	0.6454059	1.0	6384	tags=26%, list=22%, signal=33%	
MIR1293	MIR1293		58	-0.21622214	-0.957555	0.52643174	0.645215	1.0	3123	tags=16%, list=11%, signal=17%	
MIR1183	MIR1183		121	-0.23410797	-0.95683914	0.53093815	0.6461116	1.0	7375	tags=27%, list=26%, signal=37%	
MIR200C_5P	MIR200C_5P		60	-0.23236147	-0.9567602	0.5059055	0.6456034	1.0	7367	tags=35%, list=26%, signal=47%	
MIR532_5P	MIR532_5P		78	-0.24883032	-0.9562282	0.5132383	0.64610654	1.0	5838	tags=26%, list=21%, signal=32%	
MIR4645_3P	MIR4645_3P		103	-0.21671736	-0.95612055	0.5208333	0.6456622	1.0	8036	tags=35%, list=28%, signal=49%	
MIR2276_3P	MIR2276_3P		118	-0.21916758	-0.9560775	0.5243902	0.6450785	1.0	5995	tags=27%, list=21%, signal=34%	
MIR5697	MIR5697		148	-0.18814059	-0.9558533	0.5442765	0.6449277	1.0	7484	tags=32%, list=26%, signal=43%	
MIR3074_3P	MIR3074_3P		88	-0.25958532	-0.9543586	0.5111562	0.64769864	1.0	5149	tags=27%, list=18%, signal=33%	
LET_7D_5P	LET_7D_5P		339	-0.17561129	-0.9538539	0.5681342	0.64818954	1.0	7407	tags=29%, list=26%, signal=39%	
MIR6503_3P	MIR6503_3P		29	-0.2981972	-0.9536228	0.552	0.64803714	1.0	4832	tags=31%, list=17%, signal=37%	
MIR4300	MIR4300		60	-0.21433462	-0.95356435	0.56112224	0.64751655	1.0	2978	tags=18%, list=10%, signal=20%	
MIR5100	MIR5100		87	-0.20517285	-0.9529047	0.5180723	0.64826995	1.0	5916	tags=23%, list=21%, signal=29%	
MIR219B_5P	MIR219B_5P		48	-0.22396189	-0.95281553	0.53814435	0.64778143	1.0	5945	tags=29%, list=21%, signal=37%	
MIR6780A_3P	MIR6780A_3P		150	-0.19222654	-0.9524072	0.55533594	0.64812255	1.0	5361	tags=23%, list=19%, signal=28%	
MIR4324	MIR4324		256	-0.17425326	-0.95129985	0.5365344	0.6498924	1.0	10149	tags=38%, list=36%, signal=59%	
MIR6880_5P	MIR6880_5P		89	-0.2170506	-0.9507591	0.5072464	0.6504664	1.0	3070	tags=17%, list=11%, signal=19%	
MIR587	MIR587		347	-0.2026286	-0.95046437	0.49064448	0.65043586	1.0	5233	tags=22%, list=18%, signal=26%	
MIR6831_3P	MIR6831_3P		57	-0.22208653	-0.9502869	0.5277778	0.65017116	1.0	8748	tags=37%, list=31%, signal=53%	
MIR485_3P	MIR485_3P		211	-0.19758508	-0.9496345	0.553719	0.651015	1.0	3396	tags=17%, list=12%, signal=19%	
MIR431_5P	MIR431_5P		57	-0.21814609	-0.9489554	0.55151516	0.6518783	1.0	10668	tags=44%, list=38%, signal=70%	
MIR4661_3P	MIR4661_3P		30	-0.25948763	-0.9475877	0.5311871	0.6544925	1.0	4763	tags=30%, list=17%, signal=36%	
MIR6800_5P	MIR6800_5P		42	-0.22149946	-0.9472241	0.5614754	0.6546234	1.0	5342	tags=21%, list=19%, signal=26%	
MIR5006_5P	MIR5006_5P		112	-0.1940414	-0.947127	0.5640496	0.6541434	1.0	6440	tags=29%, list=23%, signal=37%	
MIR758_3P	MIR758_3P		121	-0.20039493	-0.9469751	0.55693585	0.6538606	1.0	2920	tags=14%, list=10%, signal=16%	
MIR4717_5P	MIR4717_5P		105	-0.21954419	-0.94664645	0.55263156	0.6539774	1.0	2584	tags=14%, list=9%, signal=16%	
MIR4676_3P	MIR4676_3P		205	-0.20106925	-0.9465554	0.5373444	0.6534993	1.0	8049	tags=29%, list=28%, signal=40%	
MIR374A_5P	MIR374A_5P		412	-0.19225006	-0.9452311	0.5232068	0.6557743	1.0	5578	tags=23%, list=20%, signal=29%	
MIR4325	MIR4325		252	-0.18897621	-0.94453394	0.5397149	0.6567224	1.0	8155	tags=34%, list=29%, signal=47%	
MIR5197_5P	MIR5197_5P		178	-0.22591107	-0.9442425	0.49190283	0.65669835	1.0	3621	tags=17%, list=13%, signal=19%	
MIR205_3P	MIR205_3P		396	-0.19468343	-0.9436722	0.514	0.6574016	1.0	5180	tags=21%, list=18%, signal=26%	
MIR6876_3P	MIR6876_3P		49	-0.26540923	-0.943284	0.538	0.65767694	1.0	8370	tags=37%, list=29%, signal=52%	
MIR433_3P	MIR433_3P		133	-0.23102155	-0.94284284	0.5329341	0.6580926	1.0	6970	tags=32%, list=25%, signal=42%	
MIR4789_3P	MIR4789_3P		323	-0.19295287	-0.9427033	0.53797466	0.65776634	1.0	7347	tags=30%, list=26%, signal=40%	
MIR512_3P	MIR512_3P		105	-0.21081401	-0.942136	0.538	0.65832263	1.0	4642	tags=22%, list=16%, signal=26%	
MIR370_3P	MIR370_3P		90	-0.2138929	-0.9413877	0.53100777	0.6593115	1.0	5273	tags=22%, list=19%, signal=27%	
MIR3177_5P	MIR3177_5P		149	-0.20988412	-0.9413673	0.5243902	0.65869826	1.0	3815	tags=16%, list=13%, signal=19%	
MIR130A_5P	MIR130A_5P		312	-0.18942481	-0.93962187	0.54677755	0.66206545	1.0	8128	tags=33%, list=29%, signal=45%	
MIR6738_5P	MIR6738_5P		28	-0.23622252	-0.93759143	0.61585367	0.66601247	1.0	6044	tags=21%, list=21%, signal=27%	
MIR4691_3P	MIR4691_3P		92	-0.19266358	-0.9371555	0.6283367	0.66632324	1.0	8056	tags=34%, list=28%, signal=47%	
MIR377_3P	MIR377_3P		230	-0.18683876	-0.9357732	0.5753138	0.66866684	1.0	5515	tags=23%, list=19%, signal=28%	
MIR664A_5P	MIR664A_5P		75	-0.22128782	-0.93534666	0.5548902	0.6689286	1.0	7465	tags=32%, list=26%, signal=43%	
MIR596	MIR596		27	-0.24622163	-0.93532336	0.5967413	0.6683275	1.0	7436	tags=44%, list=26%, signal=60%	
MIR380_3P	MIR380_3P		221	-0.2066444	-0.93503195	0.5177165	0.6683111	1.0	7433	tags=33%, list=26%, signal=44%	
