NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MIR148A_5P	MIR148A_5P		113	-0.20343867	-0.9349663	0.5362319	0.66782063	1.0	6877	tags=27%, list=24%, signal=35%	
MIR6878_5P	MIR6878_5P		198	-0.18263336	-0.9348291	0.62552303	0.66746694	1.0	6693	tags=28%, list=24%, signal=37%	
MIR6760_5P	MIR6760_5P		109	-0.18894777	-0.93289846	0.5939279	0.67119545	1.0	6493	tags=27%, list=23%, signal=34%	
MIR3978	MIR3978		245	-0.17301586	-0.92944056	0.60206187	0.6784151	1.0	5356	tags=22%, list=19%, signal=27%	
MIR21_5P	MIR21_5P		143	-0.19755794	-0.929066	0.5589431	0.6786029	1.0	8189	tags=34%, list=29%, signal=47%	
MIR6739_3P	MIR6739_3P		187	-0.18701838	-0.92861307	0.5678497	0.67901987	1.0	5285	tags=22%, list=19%, signal=27%	
MIR8068	MIR8068		374	-0.17393506	-0.92790514	0.59504133	0.6799822	1.0	6423	tags=24%, list=23%, signal=30%	
MIR4728_3P	MIR4728_3P		110	-0.2120454	-0.927642	0.5591182	0.67988676	1.0	7979	tags=35%, list=28%, signal=49%	
MIR124_5P	MIR124_5P		108	-0.21247575	-0.9267837	0.5852713	0.6810331	1.0	7519	tags=32%, list=26%, signal=44%	
MIR4742_5P	MIR4742_5P		175	-0.18492866	-0.926475	0.55741125	0.68107736	1.0	6483	tags=26%, list=23%, signal=34%	
MIR8077	MIR8077		63	-0.23881257	-0.9261244	0.5627451	0.68118316	1.0	4934	tags=27%, list=17%, signal=33%	
MIR5681A	MIR5681A		144	-0.1966224	-0.9247921	0.56653225	0.6836423	1.0	5296	tags=22%, list=19%, signal=26%	
MIR605_3P	MIR605_3P		255	-0.19755691	-0.92423576	0.5523256	0.6841899	1.0	3673	tags=16%, list=13%, signal=18%	
MIR222_5P	MIR222_5P		180	-0.18932126	-0.9232935	0.6183369	0.6856354	1.0	4101	tags=16%, list=14%, signal=19%	
MIR6776_3P	MIR6776_3P		60	-0.27032682	-0.9230602	0.5633803	0.68543255	1.0	7821	tags=30%, list=28%, signal=41%	
MIR328_3P	MIR328_3P		42	-0.22639562	-0.9226605	0.58947366	0.6856127	1.0	3621	tags=17%, list=13%, signal=19%	
MIR934	MIR934		79	-0.19631678	-0.922463	0.63747454	0.6853805	1.0	5386	tags=24%, list=19%, signal=30%	
MIR3920	MIR3920		133	-0.20287976	-0.92245257	0.5281125	0.6847257	1.0	5879	tags=25%, list=21%, signal=31%	
MIR126_5P	MIR126_5P		434	-0.194224	-0.92241365	0.55060726	0.68413204	1.0	7367	tags=29%, list=26%, signal=39%	
MIR506_5P	MIR506_5P		128	-0.18038017	-0.9222731	0.6384778	0.6837908	1.0	4559	tags=15%, list=16%, signal=18%	
MIR1248	MIR1248		116	-0.19906911	-0.92218894	0.6041237	0.68334603	1.0	5268	tags=24%, list=19%, signal=30%	
MIR655_3P	MIR655_3P		399	-0.20165089	-0.92190665	0.54268295	0.6832757	1.0	7360	tags=32%, list=26%, signal=43%	
MIR155_5P	MIR155_5P		215	-0.18861283	-0.92175853	0.5723404	0.68295294	1.0	4341	tags=19%, list=15%, signal=22%	
MIR6085	MIR6085		36	-0.22795749	-0.9216935	0.5741525	0.68241394	1.0	4159	tags=22%, list=15%, signal=26%	
MIR571	MIR571		59	-0.20476112	-0.92029905	0.6605317	0.6849677	1.0	2048	tags=12%, list=7%, signal=13%	
MIR539_3P	MIR539_3P		211	-0.1912591	-0.91967565	0.59006214	0.68565446	1.0	3396	tags=16%, list=12%, signal=18%	
MIR3180_MIR3180_3P	MIR3180_MIR3180_3P		17	-0.30629605	-0.9180401	0.57261413	0.68869144	1.0	5143	tags=24%, list=18%, signal=29%	
MIR647	MIR647		78	-0.22917719	-0.9179646	0.5779626	0.68820935	1.0	1955	tags=14%, list=7%, signal=15%	
MIR513A_3P_MIR513C_3P	MIR513A_3P_MIR513C_3P		428	-0.19868483	-0.9178658	0.5254583	0.6877453	1.0	5185	tags=21%, list=18%, signal=26%	
MIR4716_3P	MIR4716_3P		82	-0.21506043	-0.9176147	0.5869565	0.68766373	1.0	6128	tags=30%, list=22%, signal=39%	
MIR3974	MIR3974		88	-0.2129178	-0.916893	0.59026366	0.6886059	1.0	4630	tags=22%, list=16%, signal=26%	
MIR6841_3P	MIR6841_3P		51	-0.22762565	-0.9168294	0.6066946	0.6880805	1.0	7207	tags=35%, list=25%, signal=47%	
MIR218_1_3P	MIR218_1_3P		88	-0.19776231	-0.91622937	0.5945378	0.6887642	1.0	4302	tags=18%, list=15%, signal=21%	
MIR656_5P	MIR656_5P		36	-0.22767912	-0.91537774	0.6103896	0.68996686	1.0	2978	tags=14%, list=10%, signal=15%	
MIR6124	MIR6124		433	-0.19289225	-0.9151863	0.5613682	0.6897235	1.0	5051	tags=22%, list=18%, signal=26%	
MIR4693_5P	MIR4693_5P		105	-0.22317658	-0.91437227	0.58064514	0.6908744	1.0	5587	tags=25%, list=20%, signal=31%	
MIR548AD_3P	MIR548AD_3P		26	-0.24899827	-0.9123497	0.5940171	0.6947239	1.0	5177	tags=23%, list=18%, signal=28%	
MIR450A_1_3P	MIR450A_1_3P		185	-0.18221247	-0.9121751	0.63235295	0.6944463	1.0	5833	tags=23%, list=21%, signal=29%	
MIR3678_3P	MIR3678_3P		119	-0.21445931	-0.91177523	0.5769231	0.69467056	1.0	5757	tags=24%, list=20%, signal=30%	
MIR6514_3P	MIR6514_3P		66	-0.19783764	-0.91121185	0.6310273	0.69519556	1.0	6278	tags=26%, list=22%, signal=33%	
MIR1288_3P	MIR1288_3P		43	-0.21641776	-0.9109364	0.59615386	0.69506145	1.0	9562	tags=51%, list=34%, signal=77%	
MIR4662A_5P	MIR4662A_5P		85	-0.23057643	-0.91089785	0.57593685	0.69450325	1.0	3750	tags=20%, list=13%, signal=23%	
MIR1278	MIR1278		62	-0.23021328	-0.9104349	0.55349797	0.694914	1.0	2452	tags=19%, list=9%, signal=21%	
MIR4719	MIR4719		500	-0.18106188	-0.9104213	0.57377046	0.6942733	1.0	6272	tags=25%, list=22%, signal=32%	
MIR196A_1_3P	MIR196A_1_3P		387	-0.18414691	-0.9101479	0.6034115	0.6942051	1.0	7260	tags=29%, list=26%, signal=38%	
MIR4302	MIR4302		127	-0.19429797	-0.9087759	0.6217304	0.69654846	1.0	6534	tags=28%, list=23%, signal=37%	
MIR548F_5P	MIR548F_5P		454	-0.1834708	-0.90872335	0.56573707	0.6959868	1.0	6300	tags=25%, list=22%, signal=31%	
MIR6813_5P	MIR6813_5P		37	-0.2202276	-0.9082592	0.592827	0.6963826	1.0	4159	tags=22%, list=15%, signal=25%	
MIR6882_5P	MIR6882_5P		158	-0.18754609	-0.9069823	0.58641976	0.69844145	1.0	5326	tags=22%, list=19%, signal=26%	
MIR199B_5P	MIR199B_5P		176	-0.17810085	-0.9067025	0.6089494	0.698388	1.0	6087	tags=25%, list=21%, signal=32%	
MIR493_5P	MIR493_5P		443	-0.18792108	-0.90651923	0.5645161	0.69806963	1.0	5760	tags=23%, list=20%, signal=28%	
MIR6891_3P	MIR6891_3P		64	-0.19715534	-0.90623564	0.62721896	0.6980867	1.0	5059	tags=20%, list=18%, signal=25%	
MIR4764_5P	MIR4764_5P		73	-0.20018226	-0.90592945	0.62880325	0.6981609	1.0	8551	tags=36%, list=30%, signal=51%	
MIR10526_3P	MIR10526_3P		114	-0.1860093	-0.9058842	0.6473029	0.6975818	1.0	5353	tags=23%, list=19%, signal=28%	
MIR548AJ_5P_MIR548G_5P_MIR548X_5P	MIR548AJ_5P_MIR548G_5P_MIR548X_5P		455	-0.1852948	-0.90572566	0.5737052	0.697234	1.0	7324	tags=28%, list=26%, signal=37%	
MIR147B_5P	MIR147B_5P		305	-0.18289702	-0.9056733	0.6101695	0.6966805	1.0	6019	tags=22%, list=21%, signal=28%	
MIR12114	MIR12114		41	-0.21559048	-0.90548193	0.6402439	0.6964733	1.0	5341	tags=29%, list=19%, signal=36%	
MIR374C_5P	MIR374C_5P		398	-0.1981415	-0.9051129	0.55419225	0.6965877	1.0	7360	tags=32%, list=26%, signal=42%	
MIR3065_3P	MIR3065_3P		246	-0.17785689	-0.90496784	0.6434599	0.6962568	1.0	7062	tags=27%, list=25%, signal=36%	
MIR6716_5P	MIR6716_5P		120	-0.18703263	-0.9039135	0.65983605	0.6978465	1.0	8127	tags=30%, list=29%, signal=42%	
MIR5683	MIR5683		217	-0.18402526	-0.90374666	0.5795918	0.6975558	1.0	6327	tags=26%, list=22%, signal=33%	
MIR4428	MIR4428		123	-0.19256665	-0.90365034	0.6118143	0.69710624	1.0	4546	tags=17%, list=16%, signal=20%	
MIR6796_3P	MIR6796_3P		57	-0.19727449	-0.9033793	0.6688034	0.69714284	1.0	4893	tags=21%, list=17%, signal=25%	
MIR802	MIR802		127	-0.20638359	-0.90254116	0.6016771	0.6982775	1.0	5802	tags=29%, list=20%, signal=36%	
MIR3128	MIR3128		125	-0.20180658	-0.90172887	0.58882236	0.6993277	1.0	7292	tags=33%, list=26%, signal=44%	
MIR3149	MIR3149		144	-0.21649386	-0.90170574	0.59583336	0.6987135	1.0	2660	tags=15%, list=9%, signal=17%	
MIR3907	MIR3907		50	-0.2172955	-0.9010822	0.63061225	0.6994602	1.0	4018	tags=20%, list=14%, signal=23%	
MIR582_3P	MIR582_3P		95	-0.23328428	-0.9004201	0.58097166	0.70022196	1.0	7911	tags=32%, list=28%, signal=44%	
MIR34C_3P	MIR34C_3P		62	-0.25844204	-0.89867765	0.5801217	0.7034213	1.0	4765	tags=23%, list=17%, signal=27%	
MIR199A_5P	MIR199A_5P		177	-0.17604527	-0.896419	0.6206226	0.70767224	1.0	6087	tags=25%, list=21%, signal=31%	
MIR505_3P	MIR505_3P		108	-0.21092555	-0.89640397	0.6175869	0.70702934	1.0	5423	tags=24%, list=19%, signal=30%	
MIR1245B_3P	MIR1245B_3P		137	-0.17865077	-0.8947262	0.67465067	0.71007746	1.0	3317	tags=13%, list=12%, signal=15%	
MIR1261	MIR1261		82	-0.22331493	-0.8945944	0.5940803	0.709722	1.0	7350	tags=30%, list=26%, signal=41%	
MIR3156_5P	MIR3156_5P		69	-0.23103987	-0.8943418	0.6147541	0.7096134	1.0	7845	tags=35%, list=28%, signal=48%	
MIR4524A_5P	MIR4524A_5P		231	-0.20450309	-0.89410084	0.606	0.70947564	1.0	6305	tags=26%, list=22%, signal=33%	
MIR4524B_5P	MIR4524B_5P		231	-0.20450309	-0.89410084	0.606	0.7088107	1.0	6305	tags=26%, list=22%, signal=33%	
MIR1197	MIR1197		87	-0.19296385	-0.8934554	0.6345382	0.7096356	1.0	5031	tags=22%, list=18%, signal=26%	
MIR494_3P	MIR494_3P		367	-0.1820564	-0.8922912	0.5971074	0.7114824	1.0	7012	tags=29%, list=25%, signal=38%	
MIR519D_5P	MIR519D_5P		229	-0.19243877	-0.8917426	0.5964215	0.7120515	1.0	7367	tags=30%, list=26%, signal=40%	
MIR6792_5P	MIR6792_5P		126	-0.20586199	-0.89160925	0.6044625	0.7116632	1.0	6140	tags=25%, list=22%, signal=31%	
MIR6780B_3P	MIR6780B_3P		55	-0.21862112	-0.8912674	0.57459676	0.71178657	1.0	7191	tags=33%, list=25%, signal=44%	
MIR501_5P	MIR501_5P		144	-0.19134937	-0.8909963	0.62628335	0.7117304	1.0	4818	tags=22%, list=17%, signal=27%	
MIR2052	MIR2052		231	-0.18967085	-0.89089245	0.61349696	0.7112975	1.0	4448	tags=19%, list=16%, signal=22%	
MIR3667_5P	MIR3667_5P		54	-0.22293389	-0.8903592	0.6413502	0.71182877	1.0	8171	tags=37%, list=29%, signal=52%	
MIR676_5P	MIR676_5P		146	-0.1882886	-0.8886084	0.5755102	0.71493816	1.0	4296	tags=17%, list=15%, signal=20%	
MIR5002_5P	MIR5002_5P		255	-0.1921448	-0.8880576	0.56653225	0.71540606	1.0	5931	tags=23%, list=21%, signal=29%	
MIR3663_5P	MIR3663_5P		53	-0.21860085	-0.8880252	0.6363636	0.7148061	1.0	2260	tags=17%, list=8%, signal=18%	
MIR4999_5P	MIR4999_5P		86	-0.19082274	-0.88793015	0.6257928	0.7143615	1.0	6041	tags=23%, list=21%, signal=29%	
MIR4451	MIR4451		142	-0.18561158	-0.8874551	0.64285713	0.71467316	1.0	4489	tags=18%, list=16%, signal=22%	
MIR3688_5P	MIR3688_5P		134	-0.19474427	-0.88730055	0.5862745	0.71434194	1.0	8130	tags=33%, list=29%, signal=46%	
MIR5682	MIR5682		212	-0.1763199	-0.88716036	0.65983605	0.71394825	1.0	5926	tags=21%, list=21%, signal=27%	
MIR6865_5P	MIR6865_5P		56	-0.20731145	-0.88633084	0.6741803	0.7151063	1.0	3383	tags=16%, list=12%, signal=18%	
MIR450B_3P	MIR450B_3P		45	-0.22237524	-0.88560486	0.65495867	0.7159691	1.0	4828	tags=24%, list=17%, signal=29%	
MIR1251_5P	MIR1251_5P		23	-0.25434566	-0.88455373	0.6054159	0.7176685	1.0	6291	tags=30%, list=22%, signal=39%	
MIR4666A_5P	MIR4666A_5P		240	-0.18742001	-0.8845483	0.5910931	0.7170188	1.0	4153	tags=17%, list=15%, signal=19%	
MIR6789_5P	MIR6789_5P		21	-0.26827642	-0.88434225	0.61100197	0.7167812	1.0	7292	tags=38%, list=26%, signal=51%	
MIR7161_3P	MIR7161_3P		82	-0.18931118	-0.8839876	0.6660079	0.716879	1.0	6710	tags=24%, list=24%, signal=32%	
MIR6516_3P	MIR6516_3P		138	-0.20728633	-0.88396007	0.6087824	0.71628773	1.0	9086	tags=37%, list=32%, signal=54%	
MIR101_3P	MIR101_3P		440	-0.18481193	-0.8823498	0.57723576	0.7190858	1.0	5719	tags=23%, list=20%, signal=28%	
MIR299_5P	MIR299_5P		141	-0.18135037	-0.8809499	0.6624473	0.72145236	1.0	6528	tags=26%, list=23%, signal=33%	
MIR4275	MIR4275		147	-0.20572314	-0.88085425	0.61585367	0.7209837	1.0	5380	tags=25%, list=19%, signal=31%	
MIR548AV_3P	MIR548AV_3P		171	-0.20498055	-0.8806983	0.5846774	0.7206457	1.0	5246	tags=20%, list=18%, signal=24%	
MIR384	MIR384		118	-0.18019775	-0.8798787	0.6356275	0.721695	1.0	7054	tags=27%, list=25%, signal=36%	
MIR26B_3P	MIR26B_3P		103	-0.1845508	-0.8797838	0.6736402	0.72123504	1.0	5197	tags=20%, list=18%, signal=25%	
MIR888_5P	MIR888_5P		225	-0.19090328	-0.8793296	0.58739835	0.72151566	1.0	7525	tags=27%, list=27%, signal=37%	
MIR513B_3P	MIR513B_3P		153	-0.18188554	-0.8790762	0.6376518	0.72141904	1.0	6132	tags=27%, list=22%, signal=34%	
MIR216B_5P	MIR216B_5P		86	-0.18725418	-0.8777153	0.6801706	0.72364455	1.0	3436	tags=15%, list=12%, signal=17%	
MIR12126	MIR12126		34	-0.24170347	-0.87750256	0.6564417	0.7234417	1.0	4708	tags=29%, list=17%, signal=35%	
MIR1299	MIR1299		320	-0.17502852	-0.8756045	0.6441718	0.72670555	1.0	6860	tags=27%, list=24%, signal=35%	
MIR6871_3P	MIR6871_3P		121	-0.1903529	-0.8742226	0.72289157	0.7289928	1.0	8192	tags=35%, list=29%, signal=49%	
MIR1915_5P	MIR1915_5P		42	-0.20200242	-0.87386996	0.72669494	0.72906315	1.0	3012	tags=14%, list=11%, signal=16%	
MIR3944_5P	MIR3944_5P		108	-0.18491673	-0.8737386	0.6458333	0.7286664	1.0	5601	tags=23%, list=20%, signal=29%	
MIR6719_3P	MIR6719_3P		115	-0.20050071	-0.8727912	0.6432866	0.73001724	1.0	2733	tags=14%, list=10%, signal=15%	
MIR298	MIR298		177	-0.19672044	-0.87230694	0.65344465	0.7303657	1.0	5035	tags=21%, list=18%, signal=26%	
MIR4446_5P	MIR4446_5P		291	-0.19176215	-0.87211704	0.63917524	0.7301724	1.0	7354	tags=29%, list=26%, signal=39%	
MIR1206	MIR1206		110	-0.226396	-0.8720069	0.6206186	0.7297533	1.0	4243	tags=22%, list=15%, signal=26%	
MIR10B_3P	MIR10B_3P		77	-0.206052	-0.87179583	0.6700611	0.72952545	1.0	4832	tags=17%, list=17%, signal=20%	
MIR3190_5P	MIR3190_5P		117	-0.18859044	-0.8711214	0.66803277	0.73032314	1.0	5627	tags=26%, list=20%, signal=32%	
MIR6824_5P	MIR6824_5P		60	-0.2076531	-0.8709443	0.71030045	0.7300602	1.0	5143	tags=22%, list=18%, signal=26%	
MIR4522	MIR4522		57	-0.21046397	-0.8708769	0.65252525	0.7295415	1.0	9334	tags=47%, list=33%, signal=70%	
MIR3162_3P	MIR3162_3P		20	-0.27355412	-0.8697166	0.6447639	0.73133886	1.0	10771	tags=60%, list=38%, signal=97%	
MIR3115	MIR3115		35	-0.23467943	-0.86946297	0.62574255	0.7312215	1.0	6767	tags=34%, list=24%, signal=45%	
MIR6823_3P	MIR6823_3P		54	-0.19637845	-0.86848694	0.6989011	0.7325429	1.0	4764	tags=22%, list=17%, signal=27%	
MIR4639_3P	MIR4639_3P		69	-0.19232571	-0.86847687	0.6838843	0.7319177	1.0	6460	tags=25%, list=23%, signal=32%	
MIR6798_3P	MIR6798_3P		36	-0.26218674	-0.8680708	0.6039216	0.7320661	1.0	3085	tags=17%, list=11%, signal=19%	
MIR7107_3P	MIR7107_3P		50	-0.2234999	-0.86784095	0.68063873	0.7318889	1.0	6382	tags=26%, list=22%, signal=33%	
MIR3938	MIR3938		76	-0.19774005	-0.86735487	0.6828753	0.7323005	1.0	6900	tags=29%, list=24%, signal=38%	
MIR1910_5P	MIR1910_5P		78	-0.18022908	-0.86556077	0.69	0.7354281	1.0	4302	tags=18%, list=15%, signal=21%	
MIR1288_5P	MIR1288_5P		52	-0.19704339	-0.8652492	0.7266515	0.73542356	1.0	3286	tags=13%, list=12%, signal=15%	
MIR15A_3P	MIR15A_3P		38	-0.26658997	-0.865063	0.64950496	0.7351338	1.0	11479	tags=58%, list=40%, signal=97%	
MIR5191	MIR5191		25	-0.23998483	-0.86259305	0.67975205	0.73962367	1.0	7761	tags=40%, list=27%, signal=55%	
MIR6503_5P	MIR6503_5P		53	-0.21132469	-0.86190236	0.7133758	0.7404228	1.0	4141	tags=19%, list=15%, signal=22%	
MIR513B_5P	MIR513B_5P		272	-0.17984086	-0.8616158	0.6450939	0.74036074	1.0	4551	tags=18%, list=16%, signal=21%	
MIR4778_5P	MIR4778_5P		170	-0.1966944	-0.86103266	0.6192385	0.74097437	1.0	8125	tags=33%, list=29%, signal=46%	
MIR5591_5P	MIR5591_5P		63	-0.1964212	-0.8601782	0.686747	0.7421298	1.0	2978	tags=17%, list=10%, signal=19%	
MIR1182	MIR1182		27	-0.24013366	-0.8597091	0.6553911	0.7424711	1.0	5486	tags=33%, list=19%, signal=41%	
MIR606	MIR606		92	-0.18771689	-0.8596218	0.6564417	0.74199647	1.0	5198	tags=20%, list=18%, signal=24%	
MIR557	MIR557		216	-0.18051606	-0.8589495	0.62919134	0.7428105	1.0	3465	tags=16%, list=12%, signal=18%	
MIR2113	MIR2113		250	-0.17477185	-0.8587513	0.67641324	0.7425281	1.0	6344	tags=24%, list=22%, signal=30%	
MIR4538	MIR4538		26	-0.23475854	-0.85794294	0.6944444	0.74347854	1.0	11034	tags=50%, list=39%, signal=82%	
MIR7702	MIR7702		52	-0.22698136	-0.85745865	0.64358455	0.743783	1.0	3838	tags=19%, list=14%, signal=22%	
MIR221_5P	MIR221_5P		72	-0.2073836	-0.8565176	0.67813766	0.7451275	1.0	4824	tags=24%, list=17%, signal=28%	
MIR6724_5P	MIR6724_5P		20	-0.26190394	-0.8552316	0.66873705	0.7471457	1.0	2741	tags=15%, list=10%, signal=17%	
MIR7851_3P	MIR7851_3P		53	-0.19227216	-0.8537431	0.7258065	0.74948853	1.0	7944	tags=38%, list=28%, signal=52%	
MIR6861_3P	MIR6861_3P		46	-0.20193881	-0.8537297	0.69246435	0.74885017	1.0	8130	tags=37%, list=29%, signal=52%	
MIR4705	MIR4705		116	-0.18103726	-0.85332364	0.7197581	0.74899983	1.0	4195	tags=16%, list=15%, signal=18%	
MIR3613_5P	MIR3613_5P		70	-0.22659777	-0.8527013	0.6530612	0.74960166	1.0	3179	tags=17%, list=11%, signal=19%	
MIR200A_3P	MIR200A_3P		382	-0.18130112	-0.85259753	0.67083335	0.74915344	1.0	5169	tags=22%, list=18%, signal=26%	
MIR4793_5P	MIR4793_5P		69	-0.23225574	-0.8520847	0.6229508	0.7495957	1.0	7012	tags=32%, list=25%, signal=42%	
MIR4422	MIR4422		433	-0.19405337	-0.85117245	0.6129666	0.7507486	1.0	6318	tags=24%, list=22%, signal=31%	
MIR4456	MIR4456		122	-0.16825092	-0.8500524	0.76540756	0.7524178	1.0	8909	tags=34%, list=31%, signal=49%	
MIR6858_5P	MIR6858_5P		57	-0.19298555	-0.849739	0.7080745	0.75239813	1.0	3825	tags=16%, list=13%, signal=18%	
MIR429	MIR429		494	-0.18349852	-0.8492097	0.6425532	0.7528123	1.0	5586	tags=21%, list=20%, signal=26%	
MIR545_5P	MIR545_5P		302	-0.18541697	-0.8488195	0.63179076	0.7530159	1.0	5176	tags=19%, list=18%, signal=23%	
MIR6881_5P	MIR6881_5P		55	-0.20989658	-0.84840786	0.6559356	0.7531415	1.0	8080	tags=38%, list=28%, signal=53%	
MIR3688_3P	MIR3688_3P		391	-0.17672065	-0.8469262	0.64503044	0.75554127	1.0	2994	tags=14%, list=11%, signal=15%	
MIR9851_5P	MIR9851_5P		112	-0.1810524	-0.8464381	0.72073925	0.7558601	1.0	2648	tags=13%, list=9%, signal=14%	
MIR548AO_5P_MIR548AX	MIR548AO_5P_MIR548AX		167	-0.19425933	-0.846314	0.6456212	0.7554119	1.0	6945	tags=28%, list=24%, signal=37%	
MIR141_3P	MIR141_3P		384	-0.18058492	-0.84601086	0.6764092	0.7553976	1.0	5169	tags=22%, list=18%, signal=26%	
MIR5591_3P	MIR5591_3P		42	-0.21840626	-0.8457933	0.6859345	0.75522393	1.0	3976	tags=19%, list=14%, signal=22%	
MIR3145_5P	MIR3145_5P		94	-0.21269223	-0.84441495	0.6403162	0.75737774	1.0	5596	tags=26%, list=20%, signal=32%	
MIR659_3P	MIR659_3P		211	-0.1838048	-0.8437824	0.6700405	0.7580287	1.0	5644	tags=20%, list=20%, signal=25%	
MIR6516_5P	MIR6516_5P		181	-0.1854525	-0.8436274	0.6376812	0.75771624	1.0	6346	tags=26%, list=22%, signal=33%	
MIR12127	MIR12127		78	-0.1711318	-0.84352064	0.7375	0.75724775	1.0	11129	tags=44%, list=39%, signal=71%	
MIR6513_5P	MIR6513_5P		95	-0.18473028	-0.8431088	0.7669492	0.7573868	1.0	6291	tags=23%, list=22%, signal=30%	
MIR5001_3P	MIR5001_3P		146	-0.17847107	-0.84295416	0.71	0.7570576	1.0	10688	tags=43%, list=38%, signal=69%	
MIR7973	MIR7973		43	-0.20664805	-0.8418996	0.7638889	0.7584604	1.0	8964	tags=40%, list=32%, signal=58%	
MIR6740_5P	MIR6740_5P		59	-0.18465436	-0.8414071	0.7125	0.7587909	1.0	6696	tags=27%, list=24%, signal=35%	
MIR6879_5P	MIR6879_5P		105	-0.17909755	-0.84124684	0.75578946	0.75847125	1.0	5554	tags=22%, list=20%, signal=27%	
LET_7A_2_3P	LET_7A_2_3P		260	-0.1771069	-0.8396986	0.66735965	0.7609267	1.0	7828	tags=32%, list=28%, signal=44%	
LET_7G_3P	LET_7G_3P		260	-0.1771069	-0.8396986	0.66735965	0.7602719	1.0	7828	tags=32%, list=28%, signal=44%	
MIR4427	MIR4427		220	-0.17435332	-0.8387239	0.70987654	0.7615278	1.0	6059	tags=23%, list=21%, signal=29%	
MIR7976	MIR7976		97	-0.18716565	-0.83836246	0.73195875	0.7615834	1.0	4810	tags=20%, list=17%, signal=24%	
MIR3130_5P	MIR3130_5P		59	-0.21723302	-0.83815217	0.6693227	0.76136047	1.0	10608	tags=42%, list=37%, signal=68%	
MIR590_5P	MIR590_5P		125	-0.18408251	-0.8380953	0.7024292	0.760823	1.0	8128	tags=32%, list=29%, signal=45%	
MIR6715B_3P	MIR6715B_3P		127	-0.17489804	-0.83629954	0.73221755	0.7636656	1.0	3967	tags=14%, list=14%, signal=16%	
MIR4253	MIR4253		48	-0.20917633	-0.8343497	0.6782787	0.7669639	1.0	6100	tags=23%, list=21%, signal=29%	
MIR1179	MIR1179		117	-0.18997803	-0.83341974	0.71511626	0.7682583	1.0	6581	tags=27%, list=23%, signal=35%	
MIR6790_5P	MIR6790_5P		44	-0.24004225	-0.832842	0.69979715	0.76879704	1.0	1425	tags=11%, list=5%, signal=12%	
MIR6082	MIR6082		16	-0.24843392	-0.8324805	0.7346072	0.7688173	1.0	9915	tags=50%, list=35%, signal=77%	
MIR409_5P	MIR409_5P		39	-0.25440133	-0.83223194	0.63188976	0.76865685	1.0	8949	tags=44%, list=32%, signal=64%	
MIR4721	MIR4721		64	-0.19112802	-0.83203787	0.751046	0.76839924	1.0	3609	tags=17%, list=13%, signal=20%	
MIR1251_3P	MIR1251_3P		148	-0.19545034	-0.8310952	0.7035491	0.76957875	1.0	6140	tags=26%, list=22%, signal=33%	
MIR6804_3P	MIR6804_3P		88	-0.1861012	-0.8308586	0.7734694	0.76943886	1.0	5126	tags=19%, list=18%, signal=24%	
MIR8087	MIR8087		136	-0.1745441	-0.8304411	0.75475687	0.7696435	1.0	11045	tags=44%, list=39%, signal=72%	
MIR7161_5P	MIR7161_5P		181	-0.18527766	-0.82998675	0.6855984	0.76983756	1.0	5639	tags=22%, list=20%, signal=27%	
MIR1284	MIR1284		223	-0.17012112	-0.82931453	0.69721115	0.7705015	1.0	6128	tags=24%, list=22%, signal=30%	
MIR378A_5P	MIR378A_5P		127	-0.17802481	-0.82857835	0.71548116	0.7712793	1.0	11429	tags=46%, list=40%, signal=76%	
MIR302A_5P	MIR302A_5P		189	-0.21285154	-0.82801294	0.6550308	0.771693	1.0	3160	tags=14%, list=11%, signal=15%	
MIR3194_5P	MIR3194_5P		74	-0.18126874	-0.82799053	0.7921811	0.7710889	1.0	6344	tags=23%, list=22%, signal=30%	
MIR626	MIR626		50	-0.2286813	-0.8278219	0.6347305	0.770786	1.0	8370	tags=36%, list=29%, signal=51%	
MIR10397_3P	MIR10397_3P		46	-0.22242807	-0.8270129	0.7334711	0.77168936	1.0	4658	tags=22%, list=16%, signal=26%	
MIR8073	MIR8073		75	-0.18553019	-0.82385635	0.7549801	0.7770594	1.0	4824	tags=23%, list=17%, signal=27%	
MIR6126	MIR6126		114	-0.19681266	-0.82224464	0.71227366	0.779428	1.0	4263	tags=19%, list=15%, signal=23%	
MIR2276_5P	MIR2276_5P		68	-0.1811757	-0.82182896	0.74124515	0.7795507	1.0	5145	tags=21%, list=18%, signal=25%	
MIR4797_5P	MIR4797_5P		115	-0.1706462	-0.82095206	0.80972517	0.78044796	1.0	7375	tags=29%, list=26%, signal=39%	
MIR3117_5P	MIR3117_5P		56	-0.20679079	-0.8203398	0.78105265	0.78092664	1.0	6007	tags=27%, list=21%, signal=34%	
MIR6801_3P	MIR6801_3P		49	-0.20677714	-0.8198044	0.76953906	0.78127444	1.0	4940	tags=22%, list=17%, signal=27%	
MIR7705	MIR7705		48	-0.2451126	-0.81950235	0.7009901	0.78121626	1.0	5844	tags=27%, list=21%, signal=34%	
MIR4684_3P	MIR4684_3P		115	-0.16681913	-0.8191953	0.7886179	0.7811452	1.0	8251	tags=28%, list=29%, signal=39%	
MIR4780	MIR4780		42	-0.19300304	-0.8171778	0.81104034	0.7842829	1.0	8115	tags=36%, list=29%, signal=50%	
